nome=Daniel e Erick Pães e Doces ME, cnpj=85.572.055/0001-29, inscricaoEst=27901219-5, dataAbertura=08/04/2016, site=www.danielerick.com.br, email=treinamento@danielerick.com.br, cep=61621-180, rua=Rua das Flores, numero=477, bairro=Jardim Icaraí, cidade=Caucaia, estado=CE, telefone=(85) 2852-2198, celular=(85) 98840-5611
nome=Evelyn e Lorenzo Pizzaria Ltda, cnpj=88.610.373/0001-25, inscricaoEst=410.830.184/0517, dataAbertura=20/04/2012, site=www.evelynlorenzo.com.br, email=contabilidade@evelynlorenzo.com.br, cep=35039-036, rua=Rua Palmira Maria de Souza, numero=627, bairro=Caravelas, cidade=Governador Valadares, estado=MG, telefone=(33) 2661-6914, celular=(33) 99935-0388
nome=Henry e Samuel Pizzaria Delivery ME, cnpj=59.019.584/0001-90, inscricaoEst=831.775.376/9785, dataAbertura=12/01/2011, site=www.henrysamuel.com.br, email=contabilidade@henrysamuel.com.br, cep=35154-970, rua=Rua Mato Grosso 6, numero=151, bairro=Centro, cidade=São Sebastião do Baixio, estado=MG, telefone=(33) 2786-0720, celular=(33) 99806-9917
nome=Lívia e Erick Pizzaria Delivery Ltda, cnpj=54.033.972/0001-01, inscricaoEst=543.263.021/1508, dataAbertura=21/05/2010, site=www.liviaerick.com.br, email=vendas@liviaerick.com.br, cep=35661-136, rua=Rua Araripe, numero=858, bairro=Providência, cidade=Pará de Minas, estado=MG, telefone=(37) 2587-1186, celular=(37) 99419-7485
nome=Raquel e Giovanni Lavanderia ME, cnpj=24.239.708/0001-68, inscricaoEst=129.495.752/9624, dataAbertura=21/01/2009, site=www.raquelgiovanni.com.br, email=producao@raquelgiovanni.com.br, cep=38410-594, rua=Rua Manoel de Brito, numero=651, bairro=São Jorge, cidade=Uberlândia, estado=MG, telefone=(34) 3979-4664, celular=(34) 98992-2893
nome=Evelyn e Agatha Corretores Associados Ltda, cnpj=60.006.564/0001-63, inscricaoEst=527.201.902/2306, dataAbertura=03/03/2008, site=www.evelynagatha.com.br, email=auditoria@evelynagatha.com.br, cep=31610-244, rua=Rua Embaixador José Aparecido, numero=553, bairro=Parque São Pedro (Venda Nova), cidade=Belo Horizonte, estado=MG, telefone=(31) 3544-8498, celular=(31) 98690-6662
nome=Manuela e Lorenzo Esportes Ltda, cnpj=64.426.348/0001-28, inscricaoEst=789.919.678/1820, dataAbertura=01/11/2007, site=www.manuelalorenzo.com.br, email=desenvolvimento@manuelalorenzo.com.br, cep=31842-000, rua=Rua Hermenegildo Chaves Monzeca, numero=703, bairro=Tupi A, cidade=Belo Horizonte, estado=MG, telefone=(31) 2626-2081, celular=(31) 98567-7212
nome=Antonella e Carlos Eduardo Comercio de Bebidas Ltda, cnpj=88.610.373/0001-25, inscricaoEst=410.830.184/0517, dataAbertura=20/04/2006, site=www.antonellacarlos_eduardo.com.br, email=pos_venda@antonellacarlos_eduardo.com.br, cep=38413-366, rua=Rua Manoel Machado Filho, numero=627, bairro=Chácaras Tubalina e Quartel, cidade=Uberlândia, estado=MG, telefone=(34) 2661-6914, celular=(34) 99935-0388
nome=Vinicius e Gabrielly Mudanças ME, cnpj=29.427.679/0001-81, inscricaoEst=358.646.283/3729, dataAbertura=13/05/2005, site=www.viniciusgabrielly.com.br, email=financeiro@viniciusgabrielly.com.br, cep=39402-782, rua=Rua Vinte e Sete, numero=950, bairro=Alto da Boa Vista, cidade=Montes Claros, estado=MG, telefone=(38) 2731-4128, celular=(38) 99673-8506
nome=Pedro e Enrico Restaurante ME, cnpj=62.392.139/0001-85, inscricaoEst=055.308.850/3732, dataAbertura=05/11/2004, site=www.pedroenrico.com.br, email=tesouraria@pedroenrico.com.br, cep=30360-640, rua=Rua Marte, numero=823, bairro=Santa Lúcia, cidade=Belo Horizonte, estado=MG, telefone=(31) 3987-4506, celular=(31) 98796-7280
nome=Lucas e Bruno Joalheria Ltda, cnpj=62.392.139/0001-85, inscricaoEst=055.308.850/3732, dataAbertura=05/11/2003, site=www.lucasbruno.com.br, email=fale_conosco@lucasbruno.com.br, cep=32677-610, rua=Avenida Mato Grosso, numero=823, bairro=São Caetano, cidade=Betim, estado=MG, telefone=(31) 3987-4506, celular=(31) 98796-7280
nome=Elias e Joaquim Filmagens Ltda, cnpj=05.516.193/0001-51, inscricaoEst=615.933.338/3265, dataAbertura=01/12/2002, site=www.eliasjoaquim.com.br, email=contabil@eliasjoaquim.com.br, cep=35181-412, rua=Rua Caviúna, numero=269, bairro=Limoeiro, cidade=Timóteo, estado=MG, telefone=(31) 3714-8634, celular=(31) 99491-4634
nome=João e Bruna Transportes ME, cnpj=11.323.236/0001-85, inscricaoEst=547.111.076/1391, dataAbertura=21/12/2001, site=www.joaobruna.com.br, email=fale_conosco@joaobruna.com.br, cep=30230-625, rua=Beco Pedra Azul, numero=607, bairro=Nossa Senhora de Fátima, cidade=Belo Horizonte, estado=MG, telefone=(31) 2729-8207, celular=(31) 99281-3137
nome=André e Renato Padaria ME, cnpj=62.392.139/0001-85, inscricaoEst=055.308.850/3732, dataAbertura=05/11/2000, site=www.andrerenato.com.br, email=tesouraria@andrerenato.com.br, cep=35931-242, rua=Rua Doze, numero=823, bairro=Cidade Nova, cidade=João Monlevade, estado=MG, telefone=(31) 3987-4506, celular=(31) 98796-7280
nome=Luna e Samuel Pães e Doces Ltda, cnpj=24.239.708/0001-68, inscricaoEst=129.495.752/9624, dataAbertura=21/01/1999, site=www.lunasamuel.com.br, email=marketing@lunasamuel.com.br, cep=32050-205, rua=Rua VL - 18, numero=651, bairro=Nova Contagem, cidade=Contagem, estado=MG, telefone=(31) 3979-4664, celular=(31) 98992-2893
nome=Augusto e Joaquim Telas ME, cnpj=01.114.389/0001-69, inscricaoEst=423.352.875/0818, dataAbertura=12/02/1998, site=www.augustojoaquim.com.br, email=orcamento@augustojoaquim.com.br, cep=33935-420, rua=Rua Araxá, numero=114, bairro=Kátia (Justinópolis), cidade=Ribeirão das Neves, estado=MG, telefone=(31) 2880-2468, celular=(31) 98793-8477
nome=Sara e Alice Alimentos ME, cnpj=93.448.394/0001-26, inscricaoEst=234.521.110/4195, dataAbertura=25/09/1997, site=www.saraalice.com.br, email=pesquisa@saraalice.com.br, cep=35164-530, rua=Rua Porto de Cima, numero=929, bairro=Bethânia, cidade=Ipatinga, estado=MG, telefone=(31) 3928-1322, celular=(31) 99251-6445
nome=Beatriz e Flávia Eletrônica Ltda, cnpj=93.448.394/0001-26, inscricaoEst=234.521.110/4195, dataAbertura=25/09/1996, site=www.beatrizflavia.com.br, email=estoque@beatrizflavia.com.br, cep=35431-310, rua=Rua Wallace Rodrigues, numero=929, bairro=Nova Copacabana, cidade=Ponte Nova, estado=MG, telefone=(31) 3928-1322, celular=(31) 99251-6445
nome=Beatriz e Pietro Casa Noturna Ltda, cnpj=43.807.203/0001-05, inscricaoEst=764.955.816/4712, dataAbertura=04/02/1995, site=www.beatrizpietro.com.br, email=marketing@beatrizpietro.com.br, cep=31520-110, rua=Rua Engenheiro José Guimarães, numero=367, bairro=São João Batista (Venda Nova), cidade=Belo Horizonte, estado=MG, telefone=(31) 2879-6825, celular=(31) 98790-7738
nome=Melissa e Agatha Joalheria Ltda, cnpj=28.299.220/0001-87, inscricaoEst=593.758.062/4117, dataAbertura=15/11/1994, site=www.melissaagatha.com.br, email=administracao@melissaagatha.com.br, cep=35703-329, rua=Avenida Dez, numero=292, bairro=Cidade de Deus, cidade=Sete Lagoas, estado=MG, telefone=(31) 3707-7016, celular=(31) 99451-3436
nome=Laís e Bianca Marcenaria ME, cnpj=98.356.887/0001-50, inscricaoEst=058.969.377/8619, dataAbertura=08/07/1993, site=www.laisbianca.com.br, email=pos_venda@laisbianca.com.br, cep=31050-250, rua=Rua Maracá, numero=550, bairro=São Geraldo, cidade=Belo Horizonte, estado=MG, telefone=(31) 3858-9010, celular=(31) 98286-6445
nome=Lívia e Marina Gráfica ME, cnpj=60.006.564/0001-63, inscricaoEst=527.201.902/2306, dataAbertura=03/03/1992, site=www.liviamarina.com.br, email=ti@liviamarina.com.br, cep=35931-212, rua=Rua Maria Conceição Carvalho, numero=553, bairro=Sion, cidade=João Monlevade, estado=MG, telefone=(31) 3544-8498, celular=(31) 98690-6662
nome=Brenda e Laura Padaria Ltda, cnpj=60.006.564/0001-63, inscricaoEst=527.201.902/2306, dataAbertura=03/03/1991, site=www.brendalaura.com.br, email=contabilidade@brendalaura.com.br, cep=35051-810, rua=Rua Um, numero=553, bairro=Kennedy, cidade=Governador Valadares, estado=MG, telefone=(33) 3544-8498, celular=(33) 98690-6662
nome=Paulo e Juliana Locações de Automóveis ME, cnpj=04.617.101/0001-67, inscricaoEst=819.914.786/4300, dataAbertura=21/06/1990, site=www.paulojuliana.com.br, email=marketing@paulojuliana.com.br, cep=38402-214, rua=Praça Tenente-Coronel Edson Carneiro, numero=124, bairro=Nossa Senhora das Graças, cidade=Uberlândia, estado=MG, telefone=(34) 3645-6863, celular=(34) 99885-9560
nome=Emanuel e Calebe Padaria Ltda, cnpj=51.046.373/0001-34, inscricaoEst=268.228.690/5308, dataAbertura=01/07/1989, site=www.emanuelcalebe.com.br, email=producao@emanuelcalebe.com.br, cep=33943-021, rua=Rua Absahy Dionisio do Prado, numero=569, bairro=Granjas Primavera (Justinópolis), cidade=Ribeirão das Neves, estado=MG, telefone=(31) 3930-5548, celular=(31) 99998-4621
nome=Ana e Diogo Eletrônica ME, cnpj=06.660.502/0001-25, inscricaoEst=489.824.699/1935, dataAbertura=26/09/1988, site=www.anadiogo.com.br, email=atendimento@anadiogo.com.br, cep=38406-208, rua=Rua Marcely Manoel Barcelos, numero=307, bairro=Jardim Ipanema, cidade=Uberlândia, estado=MG, telefone=(34) 3914-0319, celular=(34) 98267-8629
nome=César e Carlos Eduardo Publicidade e Propaganda Ltda, cnpj=51.829.419/0001-91, inscricaoEst=565.917.041/0033, dataAbertura=24/05/1987, site=www.cesarcarlos_eduardo.com.br, email=sac@cesarcarlos_eduardo.com.br, cep=35681-003, rua=Rua Rosalina Marra, numero=889, bairro=Garcias, cidade=Itaúna, estado=MG, telefone=(37) 3915-7167, celular=(37) 99294-4885
nome=Heitor e Lavínia Casa Noturna ME, cnpj=31.313.209/0001-39, inscricaoEst=981.783.781/9102, dataAbertura=18/08/1986, site=www.heitorlavinia.com.br, email=presidencia@heitorlavinia.com.br, cep=36204-404, rua=Rua Eduardo Coelho da Silva, numero=353, bairro=Santo Antônio, cidade=Barbacena, estado=MG, telefone=(32) 3929-0391, celular=(32) 98334-5775
nome=Alícia e Lucas Joalheria ME, cnpj=45.794.319/0001-74, inscricaoEst=252.178.512/0056, dataAbertura=26/04/1985, site=www.alicialucas.com.br, email=auditoria@alicialucas.com.br, cep=38703-709, rua=Rua dos Araças, numero=278, bairro=Jardim Esperança, cidade=Patos de Minas, estado=MG, telefone=(34) 3810-1480, celular=(34) 99356-1003
nome=Alana e Julia Corretores Associados ME, cnpj=60.006.564/0001-63, inscricaoEst=527.201.902/2306, dataAbertura=03/03/1984, site=www.alanajulia.com.br, email=fiscal@alanajulia.com.br, cep=35930-166, rua=Rua Abre Campo, numero=553, bairro=Rosário, cidade=João Monlevade, estado=MG, telefone=(31) 3544-8498, celular=(31) 98690-6662
nome=Cecília e Lorenzo Telas Ltda, cnpj=20.295.575/0001-96, inscricaoEst=341.302.433/2957, dataAbertura=22/02/1983, site=www.cecilialorenzo.com.br, email=juridico@cecilialorenzo.com.br, cep=35681-090, rua=Rua Augusto Alves de Souza, numero=852, bairro=Itaunense, cidade=Itaúna, estado=MG, telefone=(37) 2652-8856, celular=(37) 99771-6274
nome=Alícia e Marcelo Filmagens Ltda, cnpj=20.295.575/0001-96, inscricaoEst=341.302.433/2957, dataAbertura=22/02/1982, site=www.aliciamarcelo.com.br, email=sac@aliciamarcelo.com.br, cep=39400-051, rua=Rua Rui Barbosa, numero=852, bairro=Centro, cidade=Montes Claros, estado=MG, telefone=(38) 2652-8856, celular=(38) 99771-6274
nome=Vitor e Julia Entulhos ME, cnpj=29.427.679/0001-81, inscricaoEst=358.646.283/3729, dataAbertura=13/05/1981, site=www.vitorjulia.com.br, email=fiscal@vitorjulia.com.br, cep=30770-160, rua=Rua Icaraí, numero=950, bairro=Caiçaras, cidade=Belo Horizonte, estado=MG, telefone=(31) 2731-4128, celular=(31) 99673-8506
nome=Eduarda e Kaique Advocacia ME, cnpj=45.794.319/0001-74, inscricaoEst=252.178.512/0056, dataAbertura=26/04/1980, site=www.eduardakaique.com.br, email=atendimento@eduardakaique.com.br, cep=37901-212, rua=Rua dos Sapateiros, numero=278, bairro=Jardim Belo Horizonte, cidade=Passos, estado=MG, telefone=(35) 3810-1480, celular=(35) 99356-1003
nome=Henrique e Pietro Telas ME, cnpj=22.131.609/0001-32, inscricaoEst=374.449.885/2337, dataAbertura=12/04/1979, site=www.henriquepietro.com.br, email=qualidade@henriquepietro.com.br, cep=36020-090, rua=Rua Paraná, numero=236, bairro=Poço Rico, cidade=Juiz de Fora, estado=MG, telefone=(32) 3599-9410, celular=(32) 98422-7488
nome=Fernanda e Melissa Comercio de Bebidas ME, cnpj=68.165.439/0001-08, inscricaoEst=043.063.449/1434, dataAbertura=26/01/1978, site=www.fernandamelissa.com.br, email=desenvolvimento@fernandamelissa.com.br, cep=30451-528, rua=Beco das Antenas, numero=258, bairro=Vila Antena, cidade=Belo Horizonte, estado=MG, telefone=(31) 3657-3725, celular=(31) 98844-4998
nome=Bárbara e Marina Transportes Ltda, cnpj=57.035.449/0001-02, inscricaoEst=241.210.060/1404, dataAbertura=03/12/1977, site=www.barbaramarina.com.br, email=representantes@barbaramarina.com.br, cep=33937-285, rua=Rua Dois, numero=572, bairro=Conjunto Nova Pampulha (Justinópolis), cidade=Ribeirão das Neves, estado=MG, telefone=(31) 2507-2648, celular=(31) 98962-3177
nome=Letícia e Marina Construções ME, cnpj=93.448.394/0001-26, inscricaoEst=234.521.110/4195, dataAbertura=25/09/1976, site=www.leticiamarina.com.br, email=financeiro@leticiamarina.com.br, cep=38700-538, rua=Rua A, numero=929, bairro=Santo Antônio, cidade=Patos de Minas, estado=MG, telefone=(34) 3928-1322, celular=(34) 99251-6445
nome=Benício e Arthur Lavanderia Ltda, cnpj=22.131.609/0001-32, inscricaoEst=37414498-2, dataAbertura=12/04/2016, site=www.benicioarthur.com.br, email=pesquisa@benicioarthur.com.br, cep=60840-790, rua=Rua Silvânia, numero=236, bairro=Messejana, cidade=Fortaleza, estado=CE, telefone=(85) 3599-9410, celular=(85) 98422-7488
nome=Murilo e Rebeca Gráfica ME, cnpj=31.313.209/0001-39, inscricaoEst=98167837-8, dataAbertura=18/08/2015, site=www.murilorebeca.com.br, email=treinamento@murilorebeca.com.br, cep=60332-073, rua=Travessa Grito de Alerta, numero=353, bairro=Barra do Ceará, cidade=Fortaleza, estado=CE, telefone=(85) 3929-0391, celular=(85) 98334-5775
nome=Camila e Carlos Eduardo Financeira Ltda, cnpj=42.137.265/0001-86, inscricaoEst=50807277-8, dataAbertura=18/07/2014, site=www.camilacarlos_eduardo.com.br, email=manutencao@camilacarlos_eduardo.com.br, cep=60332-495, rua=Rua do Oriente, numero=778, bairro=Barra do Ceará, cidade=Fortaleza, estado=CE, telefone=(85) 2525-6780, celular=(85) 99337-6193
nome=Isabella e Kaique Adega Ltda, cnpj=82.875.570/0001-90, inscricaoEst=14356954-6, dataAbertura=04/08/2013, site=www.isabellakaique.com.br, email=pos_venda@isabellakaique.com.br, cep=61604-030, rua=Rua Álvaro Bezerra, numero=537, bairro=Conjunto Metropolitano, cidade=Caucaia, estado=CE, telefone=(85) 3946-4473, celular=(85) 99658-3040
nome=Rayssa e Daniel Fotografias Ltda, cnpj=20.295.575/0001-96, inscricaoEst=34153024-7, dataAbertura=22/02/2012, site=www.rayssadaniel.com.br, email=marketing@rayssadaniel.com.br, cep=60525-040, rua=Vila Canuto, numero=852, bairro=João XXIII, cidade=Fortaleza, estado=CE, telefone=(85) 2652-8856, celular=(85) 99771-6274
nome=Maria e Otávio Buffet Ltda, cnpj=20.295.575/0001-96, inscricaoEst=34153024-7, dataAbertura=22/02/2011, site=www.mariaotavio.com.br, email=compras@mariaotavio.com.br, cep=61943-400, rua=Rua Ivete Nobre, numero=852, bairro=Novo Maranguape I, cidade=Maranguape, estado=CE, telefone=(85) 2652-8856, celular=(85) 99771-6274
nome=Marcela e Ana Ferragens Ltda, cnpj=93.448.394/0001-26, inscricaoEst=23465211-0, dataAbertura=25/09/2010, site=www.marcelaana.com.br, email=fabricacao@marcelaana.com.br, cep=60864-500, rua=Travessa Tibúrcio Pereira Filho, numero=929, bairro=Cajazeiras, cidade=Fortaleza, estado=CE, telefone=(85) 3928-1322, celular=(85) 99251-6445
nome=Anthony e Cauê Construções ME, cnpj=51.829.419/0001-91, inscricaoEst=56509170-0, dataAbertura=24/05/2009, site=www.anthonycaue.com.br, email=diretoria@anthonycaue.com.br, cep=60711-080, rua=Rua Sete de Maio, numero=889, bairro=Maraponga, cidade=Fortaleza, estado=CE, telefone=(85) 3915-7167, celular=(85) 99294-4885
nome=Yasmin e Marcos Vinicius Entulhos ME, cnpj=96.155.903/0001-10, inscricaoEst=69363348-4, dataAbertura=18/12/2008, site=www.yasminmarcos_vinicius.com.br, email=producao@yasminmarcos_vinicius.com.br, cep=60030-020, rua=Praça Castro Carreira, numero=616, bairro=Centro, cidade=Fortaleza, estado=CE, telefone=(85) 2815-3160, celular=(85) 98674-2232
nome=Giovanna e Davi Advocacia Ltda, cnpj=36.557.215/0001-55, inscricaoEst=75004397-0, dataAbertura=23/12/2007, site=www.giovannadavi.com.br, email=pos_venda@giovannadavi.com.br, cep=60842-240, rua=Vila Fábio Pimpim, numero=193, bairro=Messejana, cidade=Fortaleza, estado=CE, telefone=(85) 2786-5209, celular=(85) 98550-0322
nome=Joana e Ricardo Contábil ME, cnpj=36.557.215/0001-55, inscricaoEst=75004397-0, dataAbertura=23/12/2006, site=www.joanaricardo.com.br, email=sac@joanaricardo.com.br, cep=61610-155, rua=Rua Dutra, numero=193, bairro=Padre Julio Maria, cidade=Caucaia, estado=CE, telefone=(85) 2786-5209, celular=(85) 98550-0322
nome=Natália e Nathan Restaurante Ltda, cnpj=20.295.575/0001-96, inscricaoEst=34153024-7, dataAbertura=22/02/2005, site=www.natalianathan.com.br, email=producao@natalianathan.com.br, cep=60762-230, rua=Rua Amambaí, numero=852, bairro=Mondubim, cidade=Fortaleza, estado=CE, telefone=(85) 2652-8856, celular=(85) 99771-6274
nome=Amanda e Lucca Assessoria Jurídica ME, cnpj=20.295.575/0001-96, inscricaoEst=34153024-7, dataAbertura=22/02/2004, site=www.amandalucca.com.br, email=contabilidade@amandalucca.com.br, cep=62044-080, rua=Rua Bartolomeu B. Vasconcelos, numero=852, bairro=Jerônimo de Medeiros Prado, cidade=Sobral, estado=CE, telefone=(88) 2652-8856, celular=(88) 99771-6274
nome=Ryan e Felipe Ferragens Ltda, cnpj=66.163.325/0001-01, inscricaoEst=83951181-7, dataAbertura=02/03/2003, site=www.ryanfelipe.com.br, email=pesquisa@ryanfelipe.com.br, cep=60541-750, rua=Vila Verinha, numero=285, bairro=Bonsucesso, cidade=Fortaleza, estado=CE, telefone=(85) 2517-2065, celular=(85) 99310-9432
nome=Emanuel e Caroline Alimentos ME, cnpj=95.346.635/0001-51, inscricaoEst=02550203-4, dataAbertura=02/11/2002, site=www.emanuelcaroline.com.br, email=financeiro@emanuelcaroline.com.br, cep=60830-285, rua=Rua Doutor Esmerino Parente, numero=951, bairro=José de Alencar, cidade=Fortaleza, estado=CE, telefone=(85) 3688-5162, celular=(85) 99681-0484
nome=Flávia e Evelyn Vidros ME, cnpj=04.435.605/0001-66, inscricaoEst=67843380-1, dataAbertura=09/10/1999, site=www.flaviaevelyn.com.br, email=almoxarifado@flaviaevelyn.com.br, cep=60130-790, rua=Vila Lacry, numero=397, bairro=São João do Tauape, cidade=Fortaleza, estado=CE, telefone=(85) 2557-6486, celular=(85) 98914-3713
nome=Yuri e Lucas Telas Ltda, cnpj=50.411.840/0001-15, inscricaoEst=12666430-7, dataAbertura=11/05/1998, site=www.yurilucas.com.br, email=ti@yurilucas.com.br, cep=60175-082, rua=Rua Frei Mansueto, numero=613, bairro=Aldeota, cidade=Fortaleza, estado=CE, telefone=(85) 2649-9700, celular=(85) 99713-8222
nome=Fernando e André Eletrônica Ltda, cnpj=84.566.337/0001-50, inscricaoEst=75834850-9, dataAbertura=26/08/1997, site=www.fernandoandre.com.br, email=seguranca@fernandoandre.com.br, cep=60874-610, rua=Rua Andaluzia, numero=859, bairro=Pedras, cidade=Fortaleza, estado=CE, telefone=(85) 2614-4631, celular=(85) 99255-8181
nome=Hugo e Ester Informática ME, cnpj=29.043.785/0001-61, inscricaoEst=03566315-4, dataAbertura=20/10/1996, site=www.hugoester.com.br, email=almoxarifado@hugoester.com.br, cep=61636-420, rua=Rodovia Estruturante - CE 085, numero=551, bairro=Alto do Garrote, cidade=Caucaia, estado=CE, telefone=(85) 3802-4018, celular=(85) 99479-8166
nome=Luiz e Lucca Transportes ME, cnpj=54.705.379/0001-64, inscricaoEst=29242418-3, dataAbertura=02/12/1995, site=www.luizlucca.com.br, email=contabilidade@luizlucca.com.br, cep=61902-235, rua=Rua Ari Lobo, numero=860, bairro=Coqueiral, cidade=Maracanaú, estado=CE, telefone=(85) 2561-5181, celular=(85) 99463-5162
nome=Pedro e Camila Marcenaria Ltda, cnpj=47.371.811/0001-62, inscricaoEst=34602274-6, dataAbertura=04/06/1994, site=www.pedrocamila.com.br, email=ti@pedrocamila.com.br, cep=61933-325, rua=Rua Governador Mário Covas, numero=356, bairro=Pajuçara, cidade=Maracanaú, estado=CE, telefone=(85) 3977-0431, celular=(85) 99882-5917
nome=Enrico e Julia Doces & Salgados Ltda, cnpj=38.773.287/0001-65, inscricaoEst=41667833-5, dataAbertura=08/12/1993, site=www.enricojulia.com.br, email=atendimento@enricojulia.com.br, cep=60336-360, rua=Travessa Graça Aranha, numero=284, bairro=Floresta, cidade=Fortaleza, estado=CE, telefone=(85) 2680-5002, celular=(85) 99513-1459
nome=Amanda e Isaac Assessoria Jurídica ME, cnpj=69.077.686/0001-15, inscricaoEst=18673359-3, dataAbertura=18/08/1992, site=www.amandaisaac.com.br, email=suporte@amandaisaac.com.br, cep=60177-240, rua=Rua Coronel José Aurélio Câmara, numero=862, bairro=De Lourdes, cidade=Fortaleza, estado=CE, telefone=(85) 2874-3713, celular=(85) 99828-5043
nome=Isabelle e Alícia Fotografias ME, cnpj=84.365.008/0001-41, inscricaoEst=61575052-4, dataAbertura=25/07/1991, site=www.isabellealicia.com.br, email=fabricacao@isabellealicia.com.br, cep=60160-120, rua=Rua Canuto de Aguiar, numero=957, bairro=Meireles, cidade=Fortaleza, estado=CE, telefone=(85) 2694-0130, celular=(85) 99248-8099
nome=Emanuel e Nicolas Entulhos Ltda, cnpj=37.260.257/0001-92, inscricaoEst=27087936-6, dataAbertura=24/07/1990, site=www.emanuelnicolas.com.br, email=pos_venda@emanuelnicolas.com.br, cep=60862-735, rua=Rua 1, numero=144, bairro=Barroso, cidade=Fortaleza, estado=CE, telefone=(85) 2737-3913, celular=(85) 99609-2128
nome=Débora e Cecília Gráfica Ltda, cnpj=59.653.550/0001-52, inscricaoEst=27092693-3, dataAbertura=08/10/1989, site=www.deboracecilia.com.br, email=presidencia@deboracecilia.com.br, cep=60868-685, rua=Rua Antônio Juracy Ricarte, numero=813, bairro=Passaré, cidade=Fortaleza, estado=CE, telefone=(85) 3924-1868, celular=(85) 98280-7262
nome=Raquel e Filipe Consultoria Financeira Ltda, cnpj=48.686.469/0001-52, inscricaoEst=53360464-8, dataAbertura=19/05/1988, site=www.raquelfilipe.com.br, email=financeiro@raquelfilipe.com.br, cep=60191-560, rua=Rua 3A, numero=655, bairro=Manoel Dias Branco, cidade=Fortaleza, estado=CE, telefone=(85) 3999-2832, celular=(85) 99813-7773
nome=Bruna e Theo Alimentos Ltda, cnpj=07.598.623/0001-57, inscricaoEst=08728260-7, dataAbertura=03/08/1987, site=www.brunatheo.com.br, email=fiscal@brunatheo.com.br, cep=60863-057, rua=Rua N, numero=140, bairro=Barroso, cidade=Fortaleza, estado=CE, telefone=(85) 3740-3821, celular=(85) 98299-2754
nome=Guilherme e Marcela Contábil Ltda, cnpj=46.402.457/0001-23, inscricaoEst=23280375-7, dataAbertura=01/04/1986, site=www.guilhermemarcela.com.br, email=representantes@guilhermemarcela.com.br, cep=60333-170, rua=Rua Roberto Cabral, numero=224, bairro=Barra do Ceará, cidade=Fortaleza, estado=CE, telefone=(85) 3551-4744, celular=(85) 98805-8304
nome=Amanda e Cauã Vidros Ltda, cnpj=37.603.062/0001-06, inscricaoEst=51391455-2, dataAbertura=23/06/1985, site=www.amandacaua.com.br, email=seguranca@amandacaua.com.br, cep=61645-050, rua=Rua 4, numero=602, bairro=Parque Albano (Jurema), cidade=Caucaia, estado=CE, telefone=(85) 2827-0934, celular=(85) 98719-7594
nome=Rebeca e Luiza Pizzaria ME, cnpj=75.942.689/0001-72, inscricaoEst=78895312-5, dataAbertura=06/10/1984, site=www.rebecaluiza.com.br, email=pesquisa@rebecaluiza.com.br, cep=63043-200, rua=Rua Antônio Estevão do Nascimento, numero=680, bairro=Frei Damião, cidade=Juazeiro do Norte, estado=CE, telefone=(88) 2860-8814, celular=(88) 98904-3202
nome=Alana e Breno Contábil ME, cnpj=46.246.827/0001-80, inscricaoEst=50187735-5, dataAbertura=09/03/1983, site=www.alanabreno.com.br, email=compras@alanabreno.com.br, cep=63113-360, rua=Rua Doutor Jefferson de Albuquerque, numero=550, bairro=Novo Crato, cidade=Crato, estado=CE, telefone=(88) 3614-5252, celular=(88) 99197-4567
nome=Luana e Calebe Pães e Doces ME, cnpj=97.546.214/0001-08, inscricaoEst=83304513-0, dataAbertura=06/02/1982, site=www.luanacalebe.com.br, email=sac@luanacalebe.com.br, cep=60834-475, rua=Rua Clarindo Pereira, numero=870, bairro=Edson Queiroz, cidade=Fortaleza, estado=CE, telefone=(85) 2958-1833, celular=(85) 99310-7738
nome=Bianca e Ian Buffet Ltda, cnpj=44.704.654/0001-71, inscricaoEst=24127607-1, dataAbertura=23/08/1981, site=www.biancaian.com.br, email=contabil@biancaian.com.br, cep=60530-280, rua=Rua 202B, numero=412, bairro=Conjunto Ceará, cidade=Fortaleza, estado=CE, telefone=(85) 3528-5054, celular=(85) 98197-0345
nome=Beatriz e Francisco Casa Noturna Ltda, cnpj=74.760.186/0001-13, inscricaoEst=89583705-6, dataAbertura=08/11/1980, site=www.beatrizfrancisco.com.br, email=sistema@beatrizfrancisco.com.br, cep=60115-170, rua=Rua Carlos Vasconcelos, numero=795, bairro=Meireles, cidade=Fortaleza, estado=CE, telefone=(85) 3889-1431, celular=(85) 98169-6605
nome=Beatriz e Marcos Vinicius Padaria Ltda, cnpj=83.304.494/0001-25, inscricaoEst=67272776-5, dataAbertura=05/01/1979, site=www.beatrizmarcos_vinicius.com.br, email=representantes@beatrizmarcos_vinicius.com.br, cep=63538-974, rua=Praça da Matriz, numero=345, bairro=Centro, cidade=Caipu, estado=CE, telefone=(88) 3731-5839, celular=(88) 99229-2741
nome=Kamilly e Kaique Limpeza Ltda, cnpj=85.978.632/0001-87, inscricaoEst=79636912-7, dataAbertura=19/10/1978, site=www.kamillykaique.com.br, email=ti@kamillykaique.com.br, cep=60440-112, rua=Rua Belo Horizonte, numero=739, bairro=Demócrito Rocha, cidade=Fortaleza, estado=CE, telefone=(85) 2589-7259, celular=(85) 98353-0403
